"PSU","Island","BFISH","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","LENGTH_CM","CPUE","GEAR","YEAR"
674,"Big Island","BFISH_2017_F","S22",323,"ETCA",41,1.62048290390536,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"PRZO",0,0,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"PRFI",0,0,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"PRSI",0,0,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"ETCA",44,1.62048290390536,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"ETCO",0,0,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"APRU",0,0,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"ETCA",34,1.62048290390536,"Fishing","2017"
674,"Big Island","BFISH_2017_F","S22",323,"HYQU",0,0,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"ETCA",0,0,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"PRSI",36,7.33137829912024,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"PRFI",0,0,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"PRSI",32,7.33137829912024,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"PRZO",0,0,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"PRSI",39,7.33137829912024,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"ETCO",0,0,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"HYQU",0,0,"Fishing","2017"
731,"Big Island","BFISH_2017_F","S15",206,"APRU",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"PRSI",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"ETCO",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"PRFI",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"HYQU",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"ETCA",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"APRU",0,0,"Fishing","2017"
778,"Big Island","BFISH_2017_F","S12",141,"PRZO",0,0,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"ETCA",0,0,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"PRFI",38,2.89100896212778,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"PRZO",0,0,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"ETCO",0,0,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"APRU",0,0,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"PRSI",0,0,"Fishing","2017"
899,"Big Island","BFISH_2017_F","S12",127,"HYQU",0,0,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"APRU",0,0,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"PRZO",0,0,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"PRFI",0,0,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"ETCA",33,1.62048290390536,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"ETCO",0,0,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"HYQU",0,0,"Fishing","2017"
909,"Big Island","BFISH_2017_F","S16",184,"PRSI",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"PRZO",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"PRSI",31,7.33137829912024,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"PRSI",34,7.33137829912024,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"ETCO",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"APRU",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"PRFI",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"ETCA",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"HYQU",0,0,"Fishing","2017"
925,"Big Island","BFISH_2017_F","S22",258,"PRSI",32,7.33137829912024,"Fishing","2017"
1075,"Big Island","BFISH_2017_F","S16",216,"PRSI",33,14.6627565982405,"Fishing","2017"
1075,"Big Island","BFISH_2017_F","S16",216,"PRFI",0,0,"Fishing","2017"
1075,"Big Island","BFISH_2017_F","S16",216,"APRU",0,0,"Fishing","2017"
1075,"Big Island","BFISH_2017_F","S16",216,"PRSI",36,7.33137829912024,"Fishing","2017"
1075,"Big Island","BFISH_2017_F","S16",216,"PRSI",34,7.33137829912024,"Fishing","2017"
1075,"Big Island","BFISH_2017_F","S16",216,"ETCA",0,0,"Fishing","2017"
